title,authors,summaries,page
Vörösmarty életrajza,"Gyulai, Pál","""Vörösmarty életrajza"" by Pál Gyulai is a biographical account written in the late 19th century. The book primarily focuses on the life and formative years of Mihály Vörösmarty, a prominent Hungarian poet, exploring his background, family life, and early education. It delves into the influences that shaped him into a significant literary figure, highlighting the personal and socio-political contexts of his upbringing.  The opening of the book introduces Mihály Vörösmarty, detailing his birth in 1800 and his family's socio-economic status. His father, also named Mihály, is portrayed as a noble yet humble man, dedicated to his family and community. The narrative describes Vörösmarty's early childhood, his education, and the specific characteristics that foreshadow his future poetic talent. The text emphasizes his sensitivity and imagination, suggesting that these qualities emerged early in his life through his interactions with both family and nature, setting the stage for his literary endeavors later on. (This is an automatically generated summary.)",4
Utazás a Holdba kilenczvenhét óra és husz percz alatt,"Verne, Jules","""Utazás a Holdba kilenczvenhét óra és husz percz alatt"" by Jules Verne is a science fiction novel published in 1865. After the American Civil War ends, members of Baltimore's Gun Club devise an audacious plan to fire a cannonball directly at the Moon. When a daring Frenchman volunteers to ride inside the projectile, the president and his rival join him on this unprecedented voyage. Will the three travelers reach their lunar destination, or will fate intervene in their bold attempt to leave Earth? (This is an automatically generated summary.)",4
Vasárnapi Könyv. 1914. Első  félév 9. füzet,Various,"""Vasárnapi Könyv. 1914. Első félév 9. füzet"" by Various is a historical publication likely written in the early 20th century. The book comprises a collection of essays and articles that explore various themes pertinent to the development of industry and commerce, along with cultural and societal insights during a transformative period in history. The content focuses on the historical progression of industries, trade, and societal structures.  The main text revolves around the evolution of industry and commerce from primitive family-run production to more complex economic systems. It outlines the transition from self-sufficiency in producing essential goods to the rise of trade and markets, marking significant historical developments such as the role of enslaved labor and serfdom in production. The book further discusses how urbanization and trade fairs facilitated economic growth, portraying how ancient practices evolved into modern systems of commerce and community organization. Emphasis is placed on the importance of credit and societal morals in fostering economic conditions conducive to national prosperity, particularly highlighted in the context of Hungary’s societal evolution in the 19th and early 20th centuries. (This is an automatically generated summary.)",4
Eppur si muove – És mégis mozog a föld (1. rész): Regény,"Jókai, Mór","""Eppur si muove – És mégis mozog a föld (1. rész)"" by Mór Jókai is a historical novel written in the late 19th century. The narrative seems to dive into themes of intellectual struggle and the clash between progress and tradition, focusing on the experiences of pioneering characters who challenge the status quo in Hungary.   The opening of the novel introduces the author’s reflections about the stagnation of Hungary compared to other nations that are advancing in various aspects. Jókai expresses admiration for historical figures who fought for progressive ideals despite facing considerable odds. He sets the stage for a protagonist—likely a restless thinker—who seeks to inspire change amidst a backdrop of cultural inertia. The narrative begins with a nod to Galileo's famous declaration, drawing parallels to Hungary’s own inertia, and establishes a tone of nostalgia and yearning for a vibrant, forward-moving society, presenting a deep exploration of the National identity and its past struggles. (This is an automatically generated summary.)",4
A fekete vér; Lenczi fráter,"Jókai, Mór","""A fekete vér; Lenczi fráter"" by Mór Jókai is a historical novel written in the late 19th century. The narrative begins amid a cholera epidemic, referred to ominously as the ""black woman,"" which leads to societal disruptions, fear, and a peasant uprising against the nobility. The story centers on a baron, Lenke Lőrincz, and his wife, Anna, as they navigate the chaos brought about by the epidemic and the ensuing rebellion.  The opening of the novel introduces the dark backdrop of the cholera outbreak that has led to mass fear and unrest. As villages and cities desperately try to contain the spread, the blame shifts towards the powerful. The baron is called away to quell a rebellion that threatens his estate, leaving his pregnant wife vulnerable to the uprising. Amid the turmoil, Anna's plight is intertwined with the fate of the rebellious peasants, setting the stage for their struggles and interactions in the face of calamity. As fear escalates and violence erupts, the story hints at deep personal and societal conflicts which are likely to unfold in subsequent chapters. (This is an automatically generated summary.)",4
Figurák. (Furcsa emberekről furcsa históriák.),"Gárdonyi, Géza","""Figurák. (Furcsa emberekről furcsa históriák.)"" by Géza Gárdonyi is a collection of stories likely written in the late 19th century. The work includes a variety of peculiar characters and their strange histories, illustrating the unique and often humorous aspects of human nature. Through a blend of fiction and wit, Gárdonyi seeks to capture the essence of oddity in society, engaging readers with both laughter and reflection.  The opening of the collection begins with an introduction by Mikszáth Kálmán, who expresses a fondness for the author and explains the significance of the book's origins in Szeged. It sets the stage for a narrative framed around whimsical tales, hinting at characters like Adam and Eve, described in a humorous light, as well as other distinctive figures that punctuate the subsequent stories. This section establishes a playful tone and showcases Gárdonyi's talent for mixing lighthearted banter with deeper philosophical musings, inviting readers to explore the curious world of his characters. (This is an automatically generated summary.)",4
A kőszivű ember fiai (1. rész): Regény,"Jókai, Mór","""A kőszivű ember fiai (1. rész): Regény"" by Mór Jókai is a novel published in 1869. A tyrannical nobleman dies after dictating his family's future, but his widow defies his final wishes. She brings her three sons home to join the Hungarian revolution of 1848-49, setting them on paths of romance, battle, and sacrifice. As the freedom struggle unfolds, brothers fight for independence while facing betrayal, imprisonment, and impossible choices that will test their loyalties and courage. (This is an automatically generated summary.)",4
Két város: Regény három könyvben,"Dickens, Charles","""Két város: Regény három könyvben"" by Charles Dickens is a historical novel published in 1859, set in London and Paris during the French Revolution. The story follows Dr. Alexandre Manette, imprisoned for eighteen years in the Bastille, and his reunion with his daughter Lucie. Against the backdrop of revolutionary violence and social upheaval, their lives become intertwined with Charles Darnay, a French aristocrat fleeing his family's brutal legacy, and Sydney Carton, a dissolute lawyer harboring unrequited love. As the Terror escalates, their fates converge in unexpected ways. (This is an automatically generated summary.)",4
Erdély aranykora: Regény,"Jókai, Mór","""Erdély aranykora: Regény"" by Mór Jókai is a historical novel written in the late 19th century. The book is set in the vibrant and tumultuous backdrop of 17th century Transylvania, exploring themes of adventure, valor, and romance. Key characters include a formidable nobleman, his spirited niece, and various members of the hunting party, setting the stage for a narrative filled with passion and conflict.  The opening of the novel vividly describes a hunting scene in the lush Transylvanian wilderness. As the sun rises, a group of hunters prepares for a day of sport, while the landscape teems with wildlife. Among them is a strong nobleman who leads the expedition, accompanied by two vibrant characters: a gentle young knight and a courageous young woman. Tensions arise as they set forth into the dense forest, suggesting a complex interweaving of personal dynamics and the broader conflicts of the time. The writing reflects both the beauty of nature and the gravity of the characters' tasks ahead, establishing an engaging atmosphere filled with anticipation. (This is an automatically generated summary.)",4
Van még új a nap alatt : $b Elbeszélések,"Jókai, Mór","""Van még új a nap alatt: Elbeszélések"" by Mór Jókai is a collection of short stories written in the early 20th century. The book presents a range of tales that appear to focus on everyday lives, personal virtues, and social issues, often set against Hungarian backdrops and featuring a diverse cast of characters. Likely topics include the intricacies of domestic life, questions of morality, and nuanced observations of society, with particular attention to the ways individuals navigate love, duty, and reputation.  The opening of ""Van még új a nap alatt"" introduces several distinct vignettes. First, we follow the lonely life of a doctor's wife on Svábhegy, isolated due to her husband’s precautions and his strict, unyielding nature, until the mysterious ""Swedish baron"" and the cultivation of rare roses bring subtle changes to her world. This story explores themes of loneliness, small acts of rebellion, and the longing for beauty. The next section, ""A szív törvénye,"" shifts to political and social commentary during Hungary's push for military reform, focusing on parliamentary debates and the private lives of politicians, especially the character ""Malleus"" and his untraditional family. A further story, ""Unica,"" transports the reader to New York, following the remarkable journey of a former revolutionary and his wife, who become performers and raise their daughter in secrecy. Together, these beginnings showcase Jókai’s skill in blending personal fates with broader societal issues, marked by empathy, irony, and colorful characterization. (This is an automatically generated summary.)",4
Két mosoly,"Karinthy, Frigyes","""Két mosoly"" by Frigyes Karinthy is a fictional narrative likely written in the early 20th century. The work delves deeply into complex themes, particularly focusing on the nature and perceptions of women, intertwining personal reflections with broader societal critiques. The narrative engages with characters that embody and challenge the gender stereotypes of the time, reflecting the author's intricate thoughts and profound emotions regarding love, identity, and the human experience.  The opening of ""Két mosoly"" presents a compelling examination of feminine identity through a protagonist who contemplates the nature of women as represented in dramatic works by authors like Strindberg. The protagonist expresses a mix of admiration and fear towards a woman he describes as both enchanting and dangerous, illustrating the conflicting perceptions men have about women. He captures a transformative moment of realization, suggesting that the essence of true womanhood transcends the stereotypes associated with female characters in literature. This initial portion sets the stage for a deeper exploration of the themes of love, feminism, and personal awakening, engaging readers with its emotional intensity and philosophical depth. (This is an automatically generated summary.)",4
A pénz legendája; Gányó Julcsa,"Justh, Zsigmond","""A pénz legendája; Gányó Julcsa"" by Zsigmond Justh is a novel likely written in the late 19th century. The story introduces Belényesy Mária grófnő, whose social status and familial expectations heavily influence her pursuit of love and financial security. The narrative unfolds amidst the backdrop of Hungarian aristocracy, exploring themes of wealth, marriage, and societal norms.  The opening of the novel sets the stage for Mária's internal conflict and her relationships with her family. She reflects on her mother's financial counsel regarding her potential suitor, Bálványosy Sándor, a man of considerable wealth. As Mária navigates the world of high society, she grapples with her feelings toward Sándor, balancing her mother's ambitions with her desire for genuine emotion. The passage reveals her sarcastic and observant nature, juxtaposing lavish social gatherings with her insecurities about love and identity, hinting at a deeper philosophical exploration of the interplay between money and personal happiness. (This is an automatically generated summary.)",4
A menekülő Élet,"Ady, Endre","""A menekülő Élet"" by Endre Ady is a poetry collection written in the early 20th century. This seminal work captures the essence of human experience through a series of evocative verses that reflect on themes of life, death, love, and the existential struggles of the soul. Ady’s introspective style and rich imagery invite readers into a world where personal and universal truths intersect, making his reflections on humanity deeply impactful.  At the start of the collection, the poet meditates on the nature of life itself, portraying it as an entity that actively pursues individuals, mirroring an almost predatory dance between existence and mortality. Through a series of stanzas, he vividly illustrates how life propels individuals forward, often against their will, while the ever-present specter of death looms in the background as a casual visitor. Ady writes with a sense of urgency and a blend of melancholy, prompting readers to consider their own journeys through life and the inevitability of their conclusions. This opening sets the tone for an exploration that is both personal and philosophical, beckoning readers to ponder the deeper meanings behind their experiences. (This is an automatically generated summary.)",4
Egy magyar nábob (1. rész),"Jókai, Mór","""Egy magyar nábob (1. rész)"" by Mór Jókai is a novel set during the Hungarian Reform Era of the 1820s. When a dissolute young Parisian heir travels to claim his inheritance from an eccentric Hungarian nobleman, their disastrous first meeting ignites a bitter family feud. Meanwhile, parallel stories unfold: a bored aristocrat makes a dangerous wager, theatrical rivalries erupt in violence, and a scheming spendthrift pursues an innocent young woman for sinister reasons. As these threads converge toward a legendary nameday celebration, honor and revenge hang in the balance. (This is an automatically generated summary.)",4
Kálozdy Béla: Regény (2. kötet),"Beöthy, Zsolt","""Regény (2. kötet)"" by Zsolt Beöthy is a novel written in the late 19th century. This narrative appears to center around the small town of Kálozdy, exploring themes of societal dynamics, justice, and human relationships. The story unfolds primarily through the interactions of various characters, particularly focusing on figures such as the local judge and the rektor, who are caught in a web of intrigue that alludes to deeper societal issues.  At the start of the novel, the scene is set at the popular tavern ""Vörös Bika,"" where the characters gather amid a bustling market day. The tavern, described in a somewhat dilapidated state, serves as the backdrop for the unfolding drama surrounding the disappearance of the local rektor, which sparks concern among the villagers. Key characters discuss their efforts to locate the missing man while revealing the intricate relationships and tensions within the community. The dialogue hints at court intrigues and underlying issues that relate to justice and morality—suggesting that the narrative will delve into the complexities of human behavior amid the pressures of society. (This is an automatically generated summary.)",4
